QGC WPL 110
0	0	0	16	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
1	0	3	16	0.000000	0.000000	0.000000	0.000000	29.999610	-96.999829	1.000000	1
2	0	3	16	0.000000	0.000000	0.000000	0.000000	29.999529	-96.999804	1.000000	1
3	0	3	16	0.000000	0.000000	0.000000	0.000000	29.999465	-96.999868	1.000000	1
4	0	3	16	0.000000	0.000000	0.000000	0.000000	29.999476	-96.999965	1.000000	1
5	0	3	16	0.000000	0.000000	0.000000	0.000000	29.999551	-97.000009	1.000000	1
6	0	3	16	0.000000	0.000000	0.000000	0.000000	29.999663	-97.000007	1.000000	1
7	0	3	16	0.000000	5.000000	0.000000	0.000000	30.000000	-97.000000	1.000000	1
8	0	0	183	9.000000	1100.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
9	0	3	16	0.000000	0.000000	0.000000	0.000000	30.000090	-96.999998	1.000000	1
10	0	3	16	0.000000	0.000000	0.000000	0.000000	30.000167	-96.999945	1.000000	1
11	0	0	183	9.000000	1900.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
12	0	3	16	0.000000	0.000000	0.000000	0.000000	30.000165	-96.999841	1.000000	1
13	0	3	16	0.000000	0.000000	0.000000	0.000000	30.000087	-96.999791	1.000000	1
14	0	3	16	0.000000	0.000000	0.000000	0.000000	29.999772	-96.999797	1.000000	1
15	0	3	16	0.000000	0.000000	0.000000	0.000000	29.999695	-96.999851	1.000000	1
16	0	3	16	0.000000	0.000000	0.000000	0.000000	29.999697	-96.999954	1.000000	1
17	0	3	16	0.000000	0.000000	0.000000	0.000000	29.999775	-97.000005	1.000000	1
18	0	3	16	0.000000	0.000000	0.000000	0.000000	29.999888	-97.000002	1.000000	1
19	0	3	16	0.000000	5.000000	0.000000	0.000000	30.000000	-97.000000	1.000000	1
20	0	0	183	9.000000	1100.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
21	0	0	177	9.000000	2.000000	0.000000	0.000000	0.000000	0.000000	0.000000	1
